TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
317649,BROADWAY,WEST  101 STREET,WEST  102 STREET,3,6,MA2,Manhattan,10025
317748,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,10,CR,Manhattan,10025
317749,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,14,QUPA,Manhattan,10025
317751,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,20,QUPA,Manhattan,10025
317753,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,3,CR,Manhattan,10025
317755,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,20,QUPA,Manhattan,10025
317757,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,7,QUPA,Manhattan,10025
317750,BROADWAY,WEST  104 STREET,WEST  105 STREET,3,2,QUBI,Manhattan,10025
317752,BROADWAY,WEST  104 STREET,WEST  105 STREET,3,4,QUBI,Manhattan,10025
317754,BROADWAY,WEST  104 STREET,WEST  105 STREET,3,5,QUBI,Manhattan,10025
317756,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,12,QUPA,Manhattan,10025
317758,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,3,MA2,Manhattan,10025
317760,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,7,CR,Manhattan,10025
317759,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,1,MA2,Manhattan,10025
317761,BROADWAY,WEST  104 STREET,WEST  105 STREET,2,14,CR,Manhattan,10025
319200,BROADWAY,WEST  103 STREET,WEST  104 STREET,3,4,UNK,Manhattan,10025
319198,BROADWAY,WEST  103 STREET,WEST  104 STREET,2,4,CR,Manhattan,10025
319351,WEST   85 STREET,BROADWAY,AMSTERDAM AVENUE,2,7,GLTR,Manhattan,10024
319535,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,8,PYCA,Manhattan,10025
319536,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,10,PYCA,Manhattan,10025
319540,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,8,PYCA,Manhattan,10025
319545,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,7,PYCA,Manhattan,10025
319549,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,4,PYCA,Manhattan,10025
319551,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,10,ZESE,Manhattan,10025
319538,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,2,PYCA,Manhattan,10025
319543,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,8,PYCA,Manhattan,10025
319547,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,4,PYCA,Manhattan,10025
319550,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,4,TITO,Manhattan,10025
319552,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,8,ZESE,Manhattan,10025
319555,WEST  103 STREET,BROADWAY,WEST END AVENUE,3,11,ULAM,Manhattan,10025
319558,WEST  103 STREET,BROADWAY,WEST END AVENUE,3,6,GLTR,Manhattan,10025
319560,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,GLTR,Manhattan,10025
319553,WEST  103 STREET,BROADWAY,WEST END AVENUE,3,10,ULAM,Manhattan,10025
319557,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,9,GLTR,Manhattan,10025
319559,WEST  103 STREET,BROADWAY,WEST END AVENUE,2,6,GLTR,Manhattan,10025
319561,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10025
319563,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,10,PLAC,Manhattan,10025
319567,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,11,PLAC,Manhattan,10025
319571,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,12,GIBI,Manhattan,10025
319575,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,MO,Manhattan,10025
319562,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10025
319565,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,9,ULAM,Manhattan,10025
319569,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,4,10,,Manhattan,10025
319573,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,10,TICO,Manhattan,10025
319576,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,GLTR,Manhattan,10025
319578,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GIBI,Manhattan,10025
319580,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,PYCA,Manhattan,10025
319582,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,ULAM,Manhattan,10025
319577,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10025
319579,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,PYCA,Manhattan,10025
319581,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,ULAM,Manhattan,10025
319583,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,ULAM,Manhattan,10025
319585,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,TICO,Manhattan,10025
319584,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,ULAM,Manhattan,10025
319586,WEST  103 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,3,QURU,Manhattan,10025
324153,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,3,UNK,Manhattan,10024
324155,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,12,PLAC,Manhattan,10024
324154,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,3,UNK,Manhattan,10024
324156,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,2,GLTR,Manhattan,10024
324158,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,5,PLAC,Manhattan,10024
324160,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,4,UNK,Manhattan,10024
324162,BROADWAY,WEST   79 STREET,WEST   80 STREET,3,9,GLTR,Manhattan,10024
324164,BROADWAY,WEST   79 STREET,WEST   80 STREET,1,7,UNK,Manhattan,10024
324157,BROADWAY,WEST   79 STREET,WEST   80 STREET,1,9,UNK,Manhattan,10024
324159,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,15,PLAC,Manhattan,10024
324161,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,8,UNK,Manhattan,10024
324163,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,3,UNK,Manhattan,10024
324165,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,12,PLAC,Manhattan,10024
324167,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,7,PLAC,Manhattan,10024
324169,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,15,PLAC,Manhattan,10024
324171,BROADWAY,WEST   79 STREET,WEST   80 STREET,4,2,QUPA,Manhattan,10024
324166,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,16,PLAC,Manhattan,10024
324168,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,4,PLAC,Manhattan,10024
324170,BROADWAY,WEST   79 STREET,WEST   80 STREET,1,14,UNK,Manhattan,10024
324172,BROADWAY,WEST   78 STREET,WEST   79 STREET,1,4,TITO,Manhattan,10024
324174,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,3,GLTR,Manhattan,10024
324176,BROADWAY,WEST   80 STREET,WEST   81 STREET,1,12,PYCA,Manhattan,10024
324178,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,9,PYCA,Manhattan,10024
324180,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,6,PYCA,Manhattan,10024
324173,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,4,GLTR,Manhattan,10024
324175,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,2,UNK,Manhattan,10024
324177,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,11,PYCA,Manhattan,10024
324179,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,9,PYCA,Manhattan,10024
324181,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,5,TITO,Manhattan,10024
324183,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,4,UNK,Manhattan,10024
324185,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,8,TICO,Manhattan,10024
324187,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,8,QUPA,Manhattan,10024
324182,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,4,UNK,Manhattan,10024
324184,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,3,QUPA,Manhattan,10024
324186,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,8,QUPA,Manhattan,10024
324188,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,9,ULAM,Manhattan,10024
324190,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,12,QUPA,Manhattan,10024
324192,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,7,QUPA,Manhattan,10024
324194,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,4,QURU,Manhattan,10024
324196,BROADWAY,WEST   80 STREET,WEST   81 STREET,3,4,UNK,Manhattan,10024
324189,BROADWAY,WEST   80 STREET,WEST   81 STREET,1,16,QUPA,Manhattan,10024
324191,BROADWAY,WEST   80 STREET,WEST   81 STREET,1,3,QUPA,Manhattan,10024
324193,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,8,GLTR,Manhattan,10024
324195,BROADWAY,WEST   80 STREET,WEST   81 STREET,1,4,GLTR,Manhattan,10024
324197,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,15,QUPA,Manhattan,10024
324199,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,4,UNK,Manhattan,10024
324201,BROADWAY,WEST   80 STREET,WEST   81 STREET,3,4,GLTR,Manhattan,10024
324203,BROADWAY,WEST   81 STREET,WEST   82 STREET,1,4,QUPA,Manhattan,10024
324198,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,4,UNK,Manhattan,10024
324200,BROADWAY,WEST   80 STREET,WEST   81 STREET,2,7,UNK,Manhattan,10024
324202,BROADWAY,WEST   81 STREET,WEST   82 STREET,7,0,,Manhattan,10024
324204,BROADWAY,WEST   81 STREET,WEST   82 STREET,3,7,TICO,Manhattan,10024
324206,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,8,UNK,Manhattan,10024
324208,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,UNK,Manhattan,10024
324210,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,15,QUPA,Manhattan,10024
324212,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,QUPA,Manhattan,10024
324205,BROADWAY,WEST   81 STREET,WEST   82 STREET,3,6,TICO,Manhattan,10024
324207,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,UNK,Manhattan,10024
324209,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,3,UNK,Manhattan,10024
324211,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,QUPA,Manhattan,10024
324213,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,QUPH,Manhattan,10024
324215,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,2,QUPH,Manhattan,10024
324217,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,6,QUPA,Manhattan,10024
324219,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,5,UNK,Manhattan,10024
324214,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,15,QUPA,Manhattan,10024
324216,BROADWAY,WEST   81 STREET,WEST   82 STREET,1,14,QUPA,Manhattan,10024
324218,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,13,QUPA,Manhattan,10024
324220,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,5,UNK,Manhattan,10024
324222,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,4,UNK,Manhattan,10024
324224,BROADWAY,WEST   81 STREET,WEST   82 STREET,1,9,PYCA,Manhattan,10024
324226,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,14,PLAC,Manhattan,10024
324228,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,12,PLAC,Manhattan,10024
324221,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,6,UNK,Manhattan,10024
324223,BROADWAY,WEST   81 STREET,WEST   82 STREET,2,6,TICO,Manhattan,10024
324225,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,14,PLAC,Manhattan,10024
324227,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,12,PLAC,Manhattan,10024
324229,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,10,PLAC,Manhattan,10024
324231,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,15,PLAC,Manhattan,10024
324233,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,10,ULAM,Manhattan,10024
324235,BROADWAY,WEST   78 STREET,WEST   79 STREET,1,4,TICO,Manhattan,10024
324230,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,15,PLAC,Manhattan,10024
324232,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,12,PLAC,Manhattan,10024
324234,BROADWAY,WEST   78 STREET,WEST   79 STREET,2,7,TICO,Manhattan,10024
324236,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,15,PYCA,Manhattan,10024
324238,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,1,18,STJA2,Manhattan,10024
324240,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,4,9,STJA2,Manhattan,10024
324242,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,PYCA,Manhattan,10024
324244,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,PYCA,Manhattan,10024
324237,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,12,STJA2,Manhattan,10024
324239,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,11,PYCA,Manhattan,10024
324241,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,6,PYCA,Manhattan,10024
324243,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,5,QURU,Manhattan,10024
324245,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,ACPL,Manhattan,10024
324247,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,QURU,Manhattan,10024
324256,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,1,14,STJA2,Manhattan,10024
324258,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,11,PYCA,Manhattan,10024
324246,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,14,PYCA,Manhattan,10024
324249,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,3,7,ACPL,Manhattan,10024
324257,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,ACPL,Manhattan,10024
324259,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,4,9,STJA2,Manhattan,10024
324261,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,6,PYCA,Manhattan,10024
324263,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,5,QURU,Manhattan,10024
324265,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,14,PYCA,Manhattan,10024
324267,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,QURU,Manhattan,10024
324260,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,PYCA,Manhattan,10024
324262,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,PYCA,Manhattan,10024
324264,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,ACPL,Manhattan,10024
324266,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,3,7,ACPL,Manhattan,10024
324268,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,1,14,STJA2,Manhattan,10024
324270,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,1,11,PYCA,Manhattan,10024
324272,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,2,PYCA,Manhattan,10024
324274,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,TICO,Manhattan,10024
324269,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,ACPL,Manhattan,10024
324271,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,1,11,PYCA,Manhattan,10024
324273,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,TICO,Manhattan,10024
324275,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,1,6,PYCA,Manhattan,10024
324277,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,TICO,Manhattan,10024
324279,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,1,10,TICO,Manhattan,10024
324281,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,PYCA,Manhattan,10024
324283,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,PYCA,Manhattan,10024
324276,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,TICO,Manhattan,10024
324278,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,1,14,TICO,Manhattan,10024
324280,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,TICO,Manhattan,10024
324282,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,PYCA,Manhattan,10024
324284,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,3,4,PRCE,Manhattan,10024
324286,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,PYCA,Manhattan,10024
324288,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,5,GLTR,Manhattan,10024
324290,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,3,PYCA,Manhattan,10023
324285,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,PYCA,Manhattan,10024
324287,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,TICO,Manhattan,10024
324289,WEST   81 STREET,AMSTERDAM AVENUE,BROADWAY,3,9,TICO,Manhattan,10024
324291,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,8,GLTR,Manhattan,10023
324293,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,5,PYCA,Manhattan,10023
324295,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,5,PYCA,Manhattan,10023
324297,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,5,PYCA,Manhattan,10023
324299,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,7,GIBI,Manhattan,10024
324292,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,5,PYCA,Manhattan,10023
324294,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,5,PYCA,Manhattan,10023
324296,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,6,GLTR,Manhattan,10023
324298,WEST   81 STREET,BROADWAY,WEST END AVENUE,3,6,PYCA,Manhattan,10024
324300,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,9,GLTR,Manhattan,10024
324302,WEST   81 STREET,BROADWAY,WEST END AVENUE,1,6,GIBI,Manhattan,10024
324304,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,11,GLTR,Manhattan,10024
324306,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,GIBI,Manhattan,10024
324301,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,8,GLTR,Manhattan,10024
324303,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,8,GLTR,Manhattan,10024
324305,WEST   81 STREET,BROADWAY,WEST END AVENUE,2,11,GLTR,Manhattan,10024
324307,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,GIBI,Manhattan,10024
324309,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,GIBI,Manhattan,10024
324311,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,BE,Manhattan,10024
324313,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,GIBI,Manhattan,10024
324315,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,GIBI,Manhattan,10024
324308,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,GIBI,Manhattan,10024
324310,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,GIBI,Manhattan,10024
324312,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,12,GIBI,Manhattan,10024
324314,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,GIBI,Manhattan,10024
324316,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,GIBI,Manhattan,10024
324319,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,UNK,Manhattan,10024
324321,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,GIBI,Manhattan,10024
324323,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,ULAM,Manhattan,10024
324317,WEST   81 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,GIBI,Manhattan,10024
324320,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,9,ZESE,Manhattan,10024
324322,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,9,ZESE,Manhattan,10024
324324,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,14,STJA2,Manhattan,10024
324326,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,14,ULAM,Manhattan,10024
324328,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,5,PR,Manhattan,10024
324330,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,ULAM,Manhattan,10024
324332,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,11,ULAM,Manhattan,10024
324325,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,ULAM,Manhattan,10024
324327,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,4,PR,Manhattan,10024
324329,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,PYCA,Manhattan,10024
324331,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,QUPH,Manhattan,10024
324333,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,11,ULAM,Manhattan,10024
324335,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,ULAM,Manhattan,10024
324337,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,ULAM,Manhattan,10024
324339,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,9,PLAC,Manhattan,10024
324334,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,ULAM,Manhattan,10024
324336,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,QUPH,Manhattan,10024
324338,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,STJA2,Manhattan,10024
324340,WEST   82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,7,0,,Manhattan,10024
324342,WEST   82 STREET,BROADWAY,WEST END AVENUE,7,0,,Manhattan,10024
324344,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,6,ZESE,Manhattan,10024
324346,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,3,TICO,Manhattan,10024
324348,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,11,STJA2,Manhattan,10024
324341,WEST   82 STREET,BROADWAY,WEST END AVENUE,7,0,,Manhattan,10024
324343,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,4,ZESE,Manhattan,10024
324345,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,10,STJA2,Manhattan,10024
324347,WEST   82 STREET,BROADWAY,WEST END AVENUE,3,9,ZESE,Manhattan,10024
324349,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,11,STJA2,Manhattan,10024
324351,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,15,QUPH,Manhattan,10024
324353,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,1,7,STJA2,Manhattan,10024
324355,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,2,13,QUPH,Manhattan,10024
324350,WEST   82 STREET,BROADWAY,WEST END AVENUE,2,11,STJA2,Manhattan,10024
324352,WEST   82 STREET,BROADWAY,WEST END AVENUE,1,11,STJA2,Manhattan,10024
324354,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,1,4,GLTR,Manhattan,10024
324356,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,1,6,STJA2,Manhattan,10024
324358,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,1,5,GLTR,Manhattan,10024
324360,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,5,GLTR,Manhattan,10024
324362,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,3,GLTR,Manhattan,10024
324364,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,9,GLTR,Manhattan,10024
324357,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,2,5,GLTR,Manhattan,10024
324359,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,4,GLTR,Manhattan,10024
324361,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,5,GLTR,Manhattan,10024
324363,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,8,GLTR,Manhattan,10024
324365,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,11,GLTR,Manhattan,10024
324367,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,1,11,GLTR,Manhattan,10024
324369,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,6,ACPL,Manhattan,10024
324371,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,6,ACPL,Manhattan,10024
324366,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,6,GLTR,Manhattan,10024
324368,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,4,PYCA,Manhattan,10024
324370,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,7,ACPL,Manhattan,10024
324372,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,7,PYCA,Manhattan,10024
324374,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,5,GLTR,Manhattan,10024
324376,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,6,PYCA,Manhattan,10024
324378,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,7,PYCA,Manhattan,10024
324380,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,4,UNK,Manhattan,10024
324373,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,8,GLTR,Manhattan,10024
324375,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,8,GLTR,Manhattan,10024
324377,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,2,5,UNK,Manhattan,10024
324379,WEST END AVENUE,WEST   79 STREET,WEST   80 STREET,1,5,UNK,Manhattan,10024
324381,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,3,6,TICO,Manhattan,10024
324383,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,8,TICO,Manhattan,10024
324385,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,9,TICO,Manhattan,10024
