TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
324387,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,20,PLAC,Manhattan,10024
324382,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,3,9,TICO,Manhattan,10024
324384,WEST END AVENUE,WEST   81 STREET,WEST   82 STREET,2,8,TICO,Manhattan,10024
324386,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,3,6,GLTR,Manhattan,10024
324388,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,3,4,BE,Manhattan,10024
324390,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,7,GLTR,Manhattan,10024
324392,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,10,GLTR,Manhattan,10024
324394,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,1,40,ZESE,Manhattan,10024
324396,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,1,13,QUPA,Manhattan,10024
324389,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,7,GLTR,Manhattan,10024
324391,WEST END AVENUE,WEST   80 STREET,WEST   81 STREET,2,10,GLTR,Manhattan,10024
324393,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,2,6,FRPE,Manhattan,10024
324395,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,2,10,PLAC,Manhattan,10024
324397,WEST END AVENUE,WEST   78 STREET,WEST   79 STREET,2,10,TICO,Manhattan,10024
324399,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,14,GIBI,Manhattan,10024
324401,WEST   81 STREET,WEST   82 STREET,WEST   82 STREET,2,9,GIBI,Manhattan,10024
324403,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,12,TICO,Manhattan,10024
324398,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,1,15,GIBI,Manhattan,10024
324400,WEST   81 STREET,WEST   82 STREET,WEST   82 STREET,2,11,GIBI,Manhattan,10024
324402,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,13,ZESE,Manhattan,10024
324404,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,15,ZESE,Manhattan,10024
324406,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,13,ZESE,Manhattan,10024
324408,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,1,9,ACPS,Manhattan,10024
324410,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,2,7,TICO,Manhattan,10024
324412,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,5,ACPL,Manhattan,10024
324405,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,17,ZESE,Manhattan,10024
324407,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,14,GIBI,Manhattan,10024
324409,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,2,6,GLTR,Manhattan,10024
324411,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,9,ACPL,Manhattan,10024
324413,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,10,TICO,Manhattan,10024
324415,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,15,QUPH,Manhattan,10024
324417,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,1,12,ZESE,Manhattan,10024
324419,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,11,GLTR,Manhattan,10024
324414,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,12,ACPL,Manhattan,10024
324416,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,18,PLAC,Manhattan,10024
324418,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,GIBI,Manhattan,10024
324420,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,ZESE,Manhattan,10024
324422,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,10,GLTR,Manhattan,10024
324424,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,GLTR,Manhattan,10024
324426,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,9,GLTR,Manhattan,10024
324428,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,18,ZESE,Manhattan,10024
324421,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,6,GLTR,Manhattan,10024
324423,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,9,GLTR,Manhattan,10024
324425,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,GLTR,Manhattan,10024
324427,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,20,ZESE,Manhattan,10024
324429,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,10,ZESE,Manhattan,10024
324431,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,12,PLAC,Manhattan,10024
324433,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,11,ZESE,Manhattan,10024
324435,RIVERSIDE DRIVE,WEST   77 STREET,WEST   78 STREET,2,12,ULAM,Manhattan,10024
324430,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,8,TITO,Manhattan,10024
324432,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,9,ZESE,Manhattan,10024
324434,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,9,GIBI,Manhattan,10024
324436,RIVERSIDE DRIVE,WEST   77 STREET,WEST   78 STREET,2,9,QUPA,Manhattan,10024
324438,RIVERSIDE DRIVE,WEST   77 STREET,WEST   78 STREET,3,9,PYCA,Manhattan,10024
324440,RIVERSIDE DRIVE,WEST   76 STREET,WEST   77 STREET,1,13,TICO,Manhattan,10024
324442,RIVERSIDE DRIVE,WEST   76 STREET,WEST   77 STREET,2,11,PLAC,Manhattan,10024
324444,RIVERSIDE DRIVE,WEST   75 STREET,WEST   76 STREET,2,9,PYCA,Manhattan,10023
324437,RIVERSIDE DRIVE,WEST   77 STREET,WEST   78 STREET,1,6,TIAM,Manhattan,10024
324439,RIVERSIDE DRIVE,WEST   76 STREET,WEST   77 STREET,2,13,PLAC,Manhattan,10024
324441,RIVERSIDE DRIVE,WEST   76 STREET,WEST   77 STREET,2,7,ZESE,Manhattan,10024
324443,RIVERSIDE DRIVE,WEST   76 STREET,WEST   77 STREET,1,10,ZESE,Manhattan,10024
324445,RIVERSIDE DRIVE,WEST   75 STREET,WEST   76 STREET,2,12,PYCA,Manhattan,10023
324447,RIVERSIDE DRIVE,WEST   75 STREET,WEST   76 STREET,1,4,PYCA,Manhattan,10023
324449,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,3,12,PLAC,Manhattan,10023
324451,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,2,8,ZESE,Manhattan,10023
324446,RIVERSIDE DRIVE,WEST   75 STREET,WEST   76 STREET,1,6,PYCA,Manhattan,10023
324448,RIVERSIDE DRIVE,WEST   75 STREET,WEST   76 STREET,1,3,PYCA,Manhattan,10023
324450,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,2,13,PLAC,Manhattan,10023
324452,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,3,7,ZESE,Manhattan,10023
324454,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,1,8,QUPA,Manhattan,10024
324456,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,4,TICO,Manhattan,10024
324458,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,1,27,QUPH,Manhattan,10024
324460,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,GIBI,Manhattan,10024
324453,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,QUPA,Manhattan,10024
324455,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,21,UNK,Manhattan,10024
324457,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,13,UNK,Manhattan,10024
324459,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,GIBI,Manhattan,10024
324461,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,2,6,GIBI,Manhattan,10024
324463,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,3,8,PYCA,Manhattan,10024
324465,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,GLTR,Manhattan,10024
324467,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,9,GLTR,Manhattan,10024
324462,WEST   79 STREET,AMSTERDAM AVENUE,BROADWAY,1,6,GIBI,Manhattan,10024
324464,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,7,GLTR,Manhattan,10024
324466,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,GLTR,Manhattan,10024
324468,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,8,GLTR,Manhattan,10024
324470,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,6,GLTR,Manhattan,10024
324472,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,2,21,LIST,Manhattan,10023
324474,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,22,PLAC,Manhattan,10024
324476,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,1,6,TICO,Manhattan,10024
324469,WEST   80 STREET,AMSTERDAM AVENUE,BROADWAY,2,5,GLTR,Manhattan,10024
324471,RIVERSIDE DRIVE,WEST   74 STREET,WEST   75 STREET,2,11,LIST,Manhattan,10023
324473,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,2,11,STJA2,Manhattan,10024
324475,RIVERSIDE DRIVE,WEST   78 STREET,WEST   79 STREET,1,11,QUAC,Manhattan,10024
324477,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,7,0,,Manhattan,10024
324479,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,19,ACPL,Manhattan,10024
324481,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,15,ACPL,Manhattan,10024
324483,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,2,16,ACPL,Manhattan,10024
324478,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,7,0,,Manhattan,10024
324480,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,23,ACPL,Manhattan,10024
324482,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,1,12,QUAC,Manhattan,10024
324484,RIVERSIDE DRIVE,WEST   79 STREET,WEST   80 STREET,2,7,GLTR,Manhattan,10024
324486,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,8,ZESE,Manhattan,10024
324488,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,9,ACPL,Manhattan,10024
324490,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,14,ACPL,Manhattan,10024
324492,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,4,TITO,Manhattan,10024
324485,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,1,15,ACPL,Manhattan,10024
324487,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,9,TICO,Manhattan,10024
324489,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,17,ACPL,Manhattan,10024
324491,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,8,GLTR,Manhattan,10024
324493,RIVERSIDE DRIVE,WEST   80 STREET,WEST   81 STREET,2,8,ACPL,Manhattan,10024
324495,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,3,7,TICO,Manhattan,10024
324497,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,5,GLTR,Manhattan,10024
324499,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,6,GLTR,Manhattan,10024
324494,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,4,STJA2,Manhattan,10024
324496,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,8,GLTR,Manhattan,10024
324498,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,1,24,ACPL,Manhattan,10024
324500,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,1,9,TICO,Manhattan,10024
324502,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,9,TICO,Manhattan,10024
324504,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,7,0,,Manhattan,10024
324506,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,4,5,ZESE,Manhattan,10023
324508,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,5,TIAM,Manhattan,10023
324501,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,6,GLTR,Manhattan,10024
324503,RIVERSIDE DRIVE,WEST   81 STREET,WEST   82 STREET,2,16,ACPL,Manhattan,10024
324505,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,8,GIBI,Manhattan,10023
324507,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,9,GIBI,Manhattan,10023
324509,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,5,TIAM,Manhattan,10023
324511,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,6,TIAM,Manhattan,10023
324513,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,5,GIBI,Manhattan,10023
324515,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,ACRU,Manhattan,10023
324510,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,TIAM,Manhattan,10023
324512,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,9,GIBI,Manhattan,10023
324514,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,5,ACRU,Manhattan,10023
324516,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,7,0,,Manhattan,10023
324518,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,5,PYCA,Manhattan,10023
324520,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,PYCA,Manhattan,10023
324522,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,PYCA,Manhattan,10023
324524,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,GIBI,Manhattan,10023
324517,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,7,0,,Manhattan,10023
324519,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,PYCA,Manhattan,10023
324521,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,7,0,,Manhattan,10023
324523,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,3,GIBI,Manhattan,10023
324525,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,PLAC,Manhattan,10023
324527,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,ZESE,Manhattan,10023
324529,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,3,ZESE,Manhattan,10023
324531,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,6,GLTR,Manhattan,10023
324526,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,6,ZESE,Manhattan,10023
324528,WEST   75 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,9,ZESE,Manhattan,10023
324530,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10023
324532,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,TICO,Manhattan,10023
324534,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,STJA2,Manhattan,10023
324536,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,14,QUPH,Manhattan,10023
324538,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,PYCA,Manhattan,10023
324544,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,STJA2,Manhattan,10024
324533,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,PR,Manhattan,10023
324535,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,TIAM,Manhattan,10023
324537,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,PYCA,Manhattan,10023
324539,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,PYCA,Manhattan,10023
324545,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,TICO,Manhattan,10023
324547,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,18,QUPH,Manhattan,10023
324549,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,TICO,Manhattan,10023
324551,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,15,QUPH,Manhattan,10023
324546,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,ACSA1,Manhattan,10023
324548,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,17,QUPH,Manhattan,10023
324550,WEST   76 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,QUPH,Manhattan,10023
324552,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,ZESE,Manhattan,10024
324554,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,16,ULAM,Manhattan,10024
324556,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,14,ZESE,Manhattan,10024
324558,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,ZESE,Manhattan,10024
324560,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,6,ZESE,Manhattan,10024
324553,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,14,ULAM,Manhattan,10024
324555,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,ULAM,Manhattan,10024
324557,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,GLTR,Manhattan,10024
324559,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,8,ZESE,Manhattan,10024
324561,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,3,QUPA,Manhattan,10024
324563,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,GIBI,Manhattan,10024
324565,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,GIBI,Manhattan,10024
324567,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,ULAM,Manhattan,10024
324562,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,5,TICO,Manhattan,10024
324564,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,GIBI,Manhattan,10024
324566,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,ULAM,Manhattan,10024
324568,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,14,ZESE,Manhattan,10024
324570,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,ULAM,Manhattan,10024
324572,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,6,ULAM,Manhattan,10024
324574,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,14,QUPH,Manhattan,10024
324576,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,5,ULAM,Manhattan,10024
324569,WEST   77 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,14,ULAM,Manhattan,10024
324571,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,8,ULAM,Manhattan,10024
324573,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,ULAM,Manhattan,10024
324575,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,QUPH,Manhattan,10024
324577,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,QUPH,Manhattan,10024
324579,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,QUPH,Manhattan,10024
324581,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,14,QUPH,Manhattan,10024
324583,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,17,QUPH,Manhattan,10024
324578,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,12,QUPH,Manhattan,10024
324580,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,QUPH,Manhattan,10024
324582,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,11,QUPH,Manhattan,10024
324584,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,19,QUPH,Manhattan,10024
324586,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,QUPA,Manhattan,10024
324588,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,QUPA,Manhattan,10024
324590,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,QUPA,Manhattan,10024
324592,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,4,ZESE,Manhattan,10024
324585,WEST   78 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,4,PYCA,Manhattan,10024
324587,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,40,PYCA,Manhattan,10024
324589,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,7,QUPA,Manhattan,10024
324591,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,QURU,Manhattan,10024
324593,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,6,FRPE,Manhattan,10024
324595,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,12,QUPA,Manhattan,10024
324597,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,QUPA,Manhattan,10024
324599,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,3,ZESE,Manhattan,10024
324594,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,10,QUPA,Manhattan,10024
324596,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,3,8,QUPA,Manhattan,10024
324598,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,QUPA,Manhattan,10024
324600,WEST   79 STREET,BROADWAY,WEST END AVENUE,2,4,GLTR,Manhattan,10024
324602,WEST   79 STREET,BROADWAY,WEST END AVENUE,2,5,GLTR,Manhattan,10024
324604,WEST   79 STREET,BROADWAY,WEST END AVENUE,2,6,GLTR,Manhattan,10024
324606,WEST   80 STREET,BROADWAY,WEST END AVENUE,2,7,GLTR,Manhattan,10024
324609,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,14,GIBI,Manhattan,10024
324601,WEST   79 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,3,ZESE,Manhattan,10024
324603,WEST   79 STREET,BROADWAY,WEST END AVENUE,2,11,PLAC,Manhattan,10024
324605,WEST   80 STREET,BROADWAY,WEST END AVENUE,2,7,GLTR,Manhattan,10024
324607,WEST   80 STREET,BROADWAY,WEST END AVENUE,2,11,GLTR,Manhattan,10024
324610,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,UNK,Manhattan,10024
324612,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,10,GIBI,Manhattan,10024
324614,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,GIBI,Manhattan,10024
324621,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,16,GIBI,Manhattan,10024
324611,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,GIBI,Manhattan,10024
324613,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,13,PLAC,Manhattan,10024
324620,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,15,GIBI,Manhattan,10024
324622,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,1,13,GIBI,Manhattan,10024
324624,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10024
324626,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,4,GLTR,Manhattan,10024
324628,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,6,GLTR,Manhattan,10024
324623,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,9,GIBI,Manhattan,10024
324625,WEST   80 STREET,WEST END AVENUE,RIVERSIDE DRIVE,2,6,GLTR,Manhattan,10024
324627,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,6,GLTR,Manhattan,10024
324629,BROADWAY,WEST   79 STREET,WEST   80 STREET,2,6,PLAC,Manhattan,10024
371017,AMSTERDAM AVENUE,WEST  142 STREET,WEST  143 STREET,2,10,GLTR,Manhattan,10023
371016,AMSTERDAM AVENUE,WEST  142 STREET,WEST  143 STREET,2,7,GLTR,Manhattan,10023
371018,AMSTERDAM AVENUE,WEST  142 STREET,WEST  143 STREET,2,8,GLTR,Manhattan,10023
298138,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,2,8,TICO,Manhattan,10021
298140,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,7,GIBI,Manhattan,10021
298142,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,6,GIBI,Manhattan,10021
298144,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,2,5,PYCA,Manhattan,10021
298139,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,6,GIBI,Manhattan,10021
298141,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,6,GIBI,Manhattan,10021
298143,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,3,3,GIBI,Manhattan,10021
298145,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,6,GLTR,Manhattan,10021
298147,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,3,7,TICO,Manhattan,10021
298149,LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,4,4,PYCA,Manhattan,10021
298151,LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,3,6,TICO,Manhattan,10021
298146,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,1,7,PYCA,Manhattan,10021
298148,LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,3,7,TICO,Manhattan,10021
298150,LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,3,5,GLTR,Manhattan,10021
298152,LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,1,6,TICO,Manhattan,10021
298154,LEXINGTON AVENUE,EAST   73 STREET,EAST   74 STREET,1,3,ACPL,Manhattan,10021
298156,LEXINGTON AVENUE,EAST   73 STREET,EAST   74 STREET,1,3,ACPL,Manhattan,10021
298158,EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,1,8,TADI,Manhattan,10021
298160,EAST   78 STREET,LEXINGTON AVENUE,PARK AVENUE,1,10,GIBI,Manhattan,10021
